Make,Model,ID,disp,type,horse,cyl,gears,lockup,drive,weight,axleratio,nvratio,THC,CO,CO2,NOx,mpg
Aston Martin,Rapide S,410TT4202,6,Car,552,12,8,Y,R,4750,2.73,22.4,0.0269,0.5,511.93,0.009,17.3
Aston Martin,Rapide S,410TT4202,6,Car,552,12,8,Y,R,4750,2.73,22.4,0.0008,0.06,296.63,0.001,29.9
Aston Martin,V12 Vantage S,288TT2087,6,Car,565,12,7,Y,R,4250,3.73,33.6,0.0248,0.61,603.49,0.011,14.8
Aston Martin,V12 Vantage S,288TT2087,6,Car,565,12,7,Y,R,4250,3.73,33.6,0.0005,0.05,353.09,0.002,25.3
Aston Martin,V12 Vantage S,298VP2156,6,Car,568,12,7,N,R,4250,3.73,33.6,0.0413,0.68,720.44,0.014,12.3
Aston Martin,V12 Vantage S,298VP2156,6,Car,568,12,7,N,R,4250,3.73,33.6,0,0.16,395.82,0.003,22.4
Aston Martin,Vanquish,314TT3175,6,Car,568,12,8,Y,R,4500,2.73,23.2,0.0293,0.335,536.18,0.0141,16.5
Aston Martin,Vanquish,314TT3175,6,Car,568,12,8,Y,R,4500,2.73,23.2,0.0005,0.03758,309.22,0.00179,28.7
AUDI,A4,D3UB-BMQ,1.984,Car,211,4,6,N,F,3875,3.69,31.2,0.01,0.84,368,0.016,24.1
AUDI,A4,D3UB-BMQ,1.984,Car,211,4,6,N,F,3875,3.69,31.2,0.1815,3.02,363,0.034,24.1
AUDI,A4,D3UB-BMQ,1.984,Car,211,4,6,N,F,3875,3.69,31.2,0.0216,0.78,301,0.027,29.4
AUDI,A4,D3UB-BMQ,1.984,Car,211,4,6,N,F,3875,3.69,31.2,0.0233,0.73,314,0.018,28.2
AUDI,A4,D3UB-BMQ,1.984,Car,211,4,6,N,F,3875,3.69,31.2,0.0091,0.13,200,0.004,44.4
AUDI,Q5,D3UF-Q5A,2.995,Both,272,6,8,Y,F,4750,3.2,25.7,0.0368,1.15,387,0.016,22.9
AUDI,Q5,D3UF-Q5A,2.995,Both,272,6,8,Y,F,4750,3.2,25.7,0.0227,0.55,384,0.022,23.2
AUDI,Q5,D3UF-Q5A,2.995,Both,272,6,8,Y,F,4750,3.2,25.7,0.329,1.52,475,0.029,18.6
AUDI,Q5,D3UF-Q5A,2.995,Both,272,6,8,Y,F,4750,3.2,25.7,0.0399,1.36,388,0.017,22.9
AUDI,Q5,D3UF-Q5A,2.995,Both,272,6,8,Y,F,4750,3.2,25.7,0.0159,0.3,464,0.022,19.2
AUDI,Q5,D3UF-Q5A,2.995,Both,272,6,8,Y,F,4750,3.2,25.7,0.0255,0.67,396,0.019,22.5
AUDI,Q5,D3UF-Q5A,2.995,Both,272,6,8,Y,F,4750,3.2,25.7,0.0272,0.3,251,0.007,35.5
AUDI,Q5,DFUB-Q5A,1.984,Truck,211,4,8,Y,A,4500,3.76,30.3,0.0254,0.46,358,0.026,24.8
AUDI,Q5,DFUB-Q5A,1.984,Truck,211,4,8,Y,A,4500,3.76,30.3,0.0073,0.11,230,0.006,38.6
AUDI,Q5,DFUB-Q5A,1.984,Both,211,4,8,Y,A,4500,3.76,30.3,0.0028,0.13,229,0.0034,27.1
AUDI,Q5,DFUB-Q5A,1.984,Both,211,4,8,Y,A,4500,3.76,30.3,0.0139,0.163,357,0.0279,17.4
AUDI,RS7,E3UJ-RSQ,3.993,Car,560,8,8,Y,A,4750,3.08,27.2,0.0164,0.35,467,0.019,19.1
AUDI,RS7,E3UJ-RSQ,3.993,Car,560,8,8,Y,A,4750,3.08,27.2,0.0049,0.08,474,0.016,18.9
AUDI,RS7,E3UJ-RSQ,3.993,Car,560,8,8,Y,A,4750,3.08,27.2,0.0304,0.37,378,0.011,23.6
AUDI,RS7,E3UJ-RSQ,3.993,Car,560,8,8,Y,A,4750,3.08,27.2,0.1658,2.09,572,0.017,15.5
AUDI,RS7,E3UJ-RSQ,3.993,Car,560,8,8,Y,A,4750,3.08,27.2,0.0269,0.18,253,0.002,35.3
AUDI,RS7,E3UJ-RSQ,3.993,Car,560,8,8,Y,A,4750,3.08,27.2,0.0239,0.36,532,0.036,16.8
AUDI,RS7,E3UJ-RSQ,3.993,Car,560,8,8,Y,A,4750,3.08,27.2,0.0243,0.12,286,0.008,31.3
AUDI,RS7,E3UJ-RSQ,3.993,Car,560,8,8,Y,A,4750,3.08,27.2,0.0268,0.34,422,0.024,21.2
AUDI,RS7,E3UJ-RSQ,3.993,Car,560,8,8,Y,A,4750,3.08,27.2,0.1104,1.92,658,0.041,13.5
AUDI,RS7,E3UJ-RSQ,3.993,Car,560,8,8,Y,A,4750,3.08,27.2,0.007,0.11,526,0.017,17
AUDI,S5,D3UF-BAQ,2.995,Both,333,6,7,Y,F,4250,3.88,32.7,0.0156,0.3,396,0.02,22.4
AUDI,S5,D3UF-BAQ,2.995,Both,333,6,7,Y,F,4250,3.88,32.7,0.0072,0.09,248,0.006,35.8
AUDI,S5,D3UF-BAQ,2.995,Both,333,6,7,Y,F,4250,3.88,32.7,0.0328,0.9,356,0.014,24.9
AUDI,S5,D3UF-BAQ,2.995,Both,333,6,7,Y,F,4250,3.88,32.7,0.0086,0.06,448,0.019,19.8
AUDI,S5,D3UF-BAQ,2.995,Both,333,6,7,Y,F,4250,3.88,32.7,0.2812,1.29,455,0.018,19.4
AUDI,S5,D3UF-BAQ,2.995,Both,333,6,7,Y,F,4750,3.88,32.7,0.0331,0.93,376,0.015,23.5
AUDI,S5,D3UF-BAQ,2.995,Both,333,6,7,Y,F,4750,3.88,32.7,0.0123,0.13,460,0.019,19.3
AUDI,S5,D3UF-BAQ,2.995,Both,333,6,7,Y,F,4750,3.88,32.7,0.357,1.7,472,0.021,18.7
AUDI,S5,D3UF-BAQ,2.995,Both,333,6,7,Y,F,4750,3.88,32.7,0.0176,0.38,401,0.017,22.1
AUDI,S5,D3UF-BAQ,2.995,Both,333,6,7,Y,F,4750,3.88,32.7,0.0172,0.21,256,0.006,34.7
AUDI,S5,D3UF-BMQ,2.995,Both,333,6,6,N,F,4250,3.68,39.1,0.0334,0.39,443,0.024,20
AUDI,S5,D3UF-BMQ,2.995,Both,333,6,6,N,F,4250,3.68,39.1,0.0148,0.21,266,0.006,33.4
AUDI,S5,D3UF-BMQ,2.995,Both,333,6,6,N,F,4250,3.68,39.1,0.0247,0.24,363,0.03,24.5
AUDI,S5,D3UF-BMQ,2.995,Both,333,6,6,N,F,4250,3.68,39.1,0.304,1.47,457,0.023,19.3
AUDI,S5,D3UF-BMQ,2.995,Both,333,6,6,N,F,4250,3.68,39.1,0.0041,0.01,460,0.037,19.3
BENTLEY,Continental GT,E3UJ-BY62,3.993,Car,520,8,8,Y,A,6000,2.85,23.4,0.0131,0.29,555,0.004,15.9
BENTLEY,Continental GT,E3UJ-BY62,3.993,Car,520,8,8,Y,A,6000,2.85,23.4,0.2444,1.97,624,0.036,14.2
BENTLEY,Continental GT,E3UJ-BY62,3.993,Car,520,8,8,Y,A,6000,2.85,23.4,0.0356,0.33,429,0.012,20.6
BENTLEY,Continental GT,E3UJ-BY62,3.993,Car,520,8,8,Y,A,6000,2.85,23.4,0.046,0.24,278,0.002,31.7
BENTLEY,Continental GT,E3UJ-BY62,3.993,Car,520,8,8,Y,A,6000,2.85,23.4,0.0318,0.4,511,0.031,17.3
BENTLEY,Continental GT,E3UJ-BY62,3.993,Car,520,8,8,Y,A,5500,2.85,23.4,0.0105,0.03,526,0.007,16.8
BENTLEY,Continental GT,E3UJ-BY62,3.993,Car,520,8,8,Y,A,5500,2.85,23.4,0.2117,1.31,599,0.039,14.8
BENTLEY,Continental GT,E3UJ-BY62,3.993,Car,520,8,8,Y,A,5500,2.85,23.4,0.0368,0.2,384,0.013,23
BENTLEY,Continental GT,E3UJ-BY62,3.993,Car,520,8,8,Y,A,5500,2.85,23.4,0.023,0.28,462,0.031,19.1
BENTLEY,Continental GT,E3UJ-BY62,3.993,Car,520,8,8,Y,A,5500,2.85,23.4,0.0369,0.19,263,0.004,33.6
BENTLEY,Continental GT,BY77623/13,5.998,Car,616,12,8,Y,F,6000,2.85,24.9,0.0143,0.191,510,0.0463,17.4
BENTLEY,Continental GT,BY77623/13,5.998,Car,616,12,8,Y,F,6000,2.85,24.9,0.0711,0.768,625,0.042,14.2
BENTLEY,Continental GT,BY77623/13,5.998,Car,616,12,8,Y,F,6000,2.85,24.9,0.4998,4.87,648,0.0421,13.6
BENTLEY,Continental GT,BY77623/13,5.998,Car,616,12,8,Y,F,6000,2.85,24.9,0.0345,0.285,617,0.0255,14.4
BENTLEY,Continental GT,BY77623/13,5.998,Car,616,12,8,Y,F,6000,2.85,24.9,0.0023,0.013,333,0.0086,26.7
BENTLEY,Continental GT,BY77623/13,5.998,Car,616,12,8,Y,F,5500,2.85,24.9,0.0434,0.556,576,0.0236,15.4
BENTLEY,Continental GT,BY77623/13,5.998,Car,616,12,8,Y,F,5500,2.85,24.9,0.0101,0.056,485,0.041,18.3
BENTLEY,Continental GT,BY77623/13,5.998,Car,616,12,8,Y,F,5500,2.85,24.9,0.0024,0.012,314,0.0072,28.3
BMW,230i Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,25.2,0.00092,0.0829,195.26,0.0019,45.8
BMW,230i Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,25.2,0.00319,0.1754,293.74,0.0047,30.3
BMW,230i Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,25.2,0.00547,0.292,299.82,0.0061,29.5
BMW,230i Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,24.8,0.00465,0.4268,285.88,0.0039,31.1
BMW,230i Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,24.8,0.00014,0.0224,185.57,0.0026,48
BMW,230i Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,24.8,0.00484,0.286,306.3251,0.005,29.1
BMW,230i Coupe,V635700,2,Car,248,4,6,N,R,3625,3.91,37,0.0049324,0.2337029,337.1654796,0.0051066,26.4
BMW,230i Coupe,V635700,2,Car,248,4,6,N,R,3625,3.91,37,0.0003896,0.0161873,192.9393758,0.0017963,46.1
BMW,230i Coupe,V635700,2,Car,248,4,6,N,R,3625,3.91,36.5,0.00398,0.183,329.23,0.0079,26.9
BMW,230i Coupe,V635700,2,Car,248,4,6,N,R,3625,3.91,36.5,0.00018,0.0165,188.88,0.0029,46.8
BMW,230i Coupe,V664102,2,Car,248,4,8,Y,R,3625,2.81,25.2,0,0.025211,176.382268,0.0020771,50.6
BMW,230i Coupe,V664102,2,Car,248,4,8,Y,R,3625,2.81,25.2,0.0049414,0.2191188,279.6961564,0.0051986,31.8
BMW,230i Coupe,V664102,2,Car,248,4,8,Y,R,3625,2.81,25.2,0.00474,0.2737,298.27,0.0081,29.7
BMW,230i Coupe,V664102,2,Car,248,4,8,Y,R,3625,2.81,24.8,0.00665,0.4417,277.79,0.0085,31.8
BMW,230i Coupe,V664102,2,Car,248,4,8,Y,R,3625,2.81,24.8,0.00106,0.0609,174.52,0.0019,50.5
BMW,230i Coupe,V664102,2,Car,248,4,8,Y,R,3625,2.81,24.8,0.00542,0.394,294.22,0.0077,30
BMW,230i xDrive Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,25.2,0.00591,0.5383,301.31,0.0094,29.6
BMW,230i xDrive Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,25.2,0.00184,0.0284,197.41,0.0031,45.3
BMW,230i xDrive Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,25.2,0.00554,0.5415,314.77,0.0088,28.3
BMW,230i xDrive Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,24.8,0.0058,0.3847,289.64,0.0079,30.7
BMW,230i xDrive Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,24.8,0.00093,0.0358,190.19,0.0023,47
BMW,230i xDrive Convertible,V646702,2,Car,248,4,8,Y,R,4000,2.81,24.8,0.00716,0.366,308.38,0.0088,28.9
BMW,230i xDrive Coupe,V664102,2,Car,248,4,8,Y,R,3750,2.81,25.2,0.005334,0.4650539,292.7719933,0.007133,30.3
BMW,230i xDrive Coupe,V664102,2,Car,248,4,8,Y,R,3750,2.81,25.2,0.0010036,0.0465198,188.7722599,0.0027351,47.1
BMW,230i xDrive Coupe,V664102,2,Car,248,4,8,Y,R,3750,2.81,25.2,0.00573,0.4497,301.53,0.0067,29.2
BMW,230i xDrive Coupe,V664102,2,Car,248,4,8,Y,R,3750,2.81,24.8,0.00818,0.5151,279.04,0.0075,31.6
BMW,230i xDrive Coupe,V664102,2,Car,248,4,8,Y,R,3750,2.81,24.8,0.00243,0.0609,184.42,0.0028,48.1
BMW,230i xDrive Coupe,V664102,2,Car,248,4,8,Y,R,3750,2.81,24.8,0.00324,0.3772,299.18,0.0072,29.8
BMW,320i,FX99511,2,Both,181,4,8,Y,R,3625,3.2,28,0.00974,0.2867,291.87,0.0109,30.4
BMW,320i,FX99511,2,Both,181,4,8,Y,R,3625,3.2,28,0.01438,0.167,173.83,0.002,51
BMW,320i,FX99511,2,Both,181,4,8,Y,R,3625,3.2,28,0.0087205,0.5906882,289.964953,0.0126854,30.7
BMW,320i,FX99511,2,Both,181,4,8,Y,R,3625,3.2,28,0.0002384,0.3273016,169.320866,0.0014396,52.7
BMW,320i,FX99511,2,Both,181,4,8,Y,R,3625,3.2,28,0.01732,0.3219,315.57,0.0112,28.2
BMW,320i,FX99511,2,Both,181,4,8,Y,R,3625,3.2,28,0.01913,0.2664,180.35,0.0016,49.4
BMW,320i,PV69704,2,Both,180,4,6,N,R,3625,3.08,34.1,0.00953,0.35,300.99,0.0313,29.5
BMW,320i,PV69704,2,Both,180,4,6,N,R,3625,3.08,34.1,0.0157,0.3064,173.76,0.0042,50.9
BMW,320i,PV69704,2,Both,180,4,6,N,R,3625,3.08,34,0.01236,0.4745,297.8,0.0155,29.7
BMW,320i,PV69704,2,Both,180,4,6,N,R,3625,3.08,34,0.05506,0.5467,172.37,0.0034,51.3
BMW,320i xDrive,FX99510,2,Both,181,4,8,Y,R,3750,3.15,28,0.0178,0.4665,299.04,0.0185,29.9
BMW,320i xDrive,FX99510,2,Both,181,4,8,Y,R,3750,3.15,28,0.0139,0.2484,180.32,0.0073,49.6
BMW,320i xDrive,FX99510,2,Both,181,4,8,Y,R,3750,3.15,28,0.01533,0.3514,311.58,0.0151,28.6
BMW,320i xDrive,FX99510,2,Both,181,4,8,Y,R,3750,3.15,28,0.01222,0.2612,178.96,0.0029,49.9
BMW,320i xDrive,FX99510,2,Both,181,4,8,Y,R,3750,3.15,28,0.02129,0.6426,298.21,0.0131,29.9
BMW,320i xDrive,FX99510,2,Both,181,4,8,Y,R,3750,3.15,28,0.01236,0.2636,181.35,0.0053,49.3
BMW,320i xDrive,FX99510,2,Both,181,4,8,Y,R,3750,3.15,28,0.007855,0.398889,184.3283971,0.0032971,48.3
BMW,320i xDrive,FX99510,2,Both,181,4,8,Y,R,3750,3.15,28,0.0085332,0.582147,309.8485824,0.0117315,28.7
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.02995,0.035,241.11,0.0087,42.2
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.02995,0.035,241.11,0.0087,42.2
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.02995,0.035,241.11,0.0087,42.2
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.02995,0.035,241.11,0.0087,42.2
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.01035,0.0254,159.21,0.0006,64
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.01035,0.0254,159.21,0.0006,64
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.01035,0.0254,159.21,0.0006,64
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.01035,0.0254,159.21,0.0006,64
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.03664,0.0848,247.97,0.0093,41
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.03664,0.0848,247.97,0.0093,41
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.03664,0.0848,247.97,0.0093,41
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.03664,0.0848,247.97,0.0093,41
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.00188,0.0078,154.67,0.0003,65.6
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.00188,0.0078,154.67,0.0003,65.6
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.00188,0.0078,154.67,0.0003,65.6
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.2,0.00188,0.0078,154.67,0.0003,65.6
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.02485,0.0386,240.2,0.0244,42.4
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.02485,0.0386,240.2,0.0244,42.4
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.02485,0.0386,240.2,0.0244,42.4
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.02485,0.0386,240.2,0.0244,42.4
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.00286,0.0087,158.15,0.0055,64.4
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.00286,0.0087,158.15,0.0055,64.4
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.00286,0.0087,158.15,0.0055,64.4
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.00286,0.0087,158.15,0.0055,64.4
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.00183,0.0086,156,0.0001,65.2
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.00183,0.0086,156,0.0001,65.2
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.00183,0.0086,156,0.0001,65.2
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.00183,0.0086,156,0.0001,65.2
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.02835,0.0477,250.33,0.01,40.7
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.02835,0.0477,250.33,0.01,40.7
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.02835,0.0477,250.33,0.01,40.7
BMW,328d,F099010,2,Car,183,4,8,Y,R,3750,2.81,25.1,0.02835,0.0477,250.33,0.01,40.7
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.02261,0.0235,246.94,0.0024,41.2
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.02261,0.0235,246.94,0.0024,41.2
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.02261,0.0235,246.94,0.0024,41.2
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.00739,0.0144,170.02,0.0001,59.8
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.00739,0.0144,170.02,0.0001,59.8
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.00739,0.0144,170.02,0.0001,59.8
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.02898,0.036,260.18,0.0027,39.1
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.02898,0.036,260.18,0.0027,39.1
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.02898,0.036,260.18,0.0027,39.1
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.0242,0.0252,254.57,0.0055,39.9
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.0242,0.0252,254.57,0.0055,39.9
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.0242,0.0252,254.57,0.0055,39.9
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.01091,0.0118,173.85,0.0003,58.5
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.01091,0.0118,173.85,0.0003,58.5
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.01091,0.0118,173.85,0.0003,58.5
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.03425,0.0378,274.4,0.0035,37.1
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.03425,0.0378,274.4,0.0035,37.1
BMW,328d xDrive,K290728,2,Car,181,4,8,Y,R,4000,2.81,25.1,0.03425,0.0378,274.4,0.0035,37.1
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.01095,0.0092,177.58,0.0003,57.2
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.01095,0.0092,177.58,0.0003,57.2
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.01095,0.0092,177.58,0.0003,57.2
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0095263,0.0190275,176.6098508,0.0003555,57.5
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0095263,0.0190275,176.6098508,0.0003555,57.5
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0095263,0.0190275,176.6098508,0.0003555,57.5
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0329398,0.048775,261.9919468,0.0082707,38.8
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0329398,0.048775,261.9919468,0.0082707,38.8
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0329398,0.048775,261.9919468,0.0082707,38.8
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0347837,0.0620156,270.7008247,0.0052205,37.5
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0347837,0.0620156,270.7008247,0.0052205,37.5
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0347837,0.0620156,270.7008247,0.0052205,37.5
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.03198,0.0501,255.04,0.0035,39.9
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.03198,0.0501,255.04,0.0035,39.9
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.03198,0.0501,255.04,0.0035,39.9
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0094,0.017,171.75,0.0003,59.1
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0094,0.017,171.75,0.0003,59.1
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0094,0.017,171.75,0.0003,59.1
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0584555,0.0837034,270.4307723,0.0402907,37.6
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0584555,0.0837034,270.4307723,0.0402907,37.6
BMW,328d xDrive Sports Wagon,K290728,2,Car,181,4,8,Y,R,4250,2.81,25.1,0.0584555,0.0837034,270.4307723,0.0402907,37.6
BMW,330e,K478507,2,Car,180,4,8,Y,R,4250,2.93,26,0.03704,0.4941,248.41,0.0234,35.6
BMW,330e,K478507,2,Car,180,4,8,Y,R,4250,2.93,26,0.01554,0.0905,183.07,0.0048,48.3
BMW,330e,K478507,2,Car,180,4,8,Y,R,4250,2.93,26,0.03314,0.4994,239.64,0.0183,36.7
BMW,330e,K478507,2,Car,180,4,8,Y,R,4250,2.93,26,0.00646,0.058,174.13,0.0031,50.8
BMW,330i,K675500,2,Car,248,4,8,Y,R,3875,2.81,24,0.00655,0.3121,286.95,0.0086,30.8
BMW,330i,K675500,2,Car,248,4,8,Y,R,3875,2.81,24,0.001,0.0256,182.46,0.0037,48.6
BMW,330i,K675500,2,Car,248,4,8,Y,R,3875,2.81,24,0.00634,0.2325,306.81,0.008,28.8
BMW,330i,K675500,2,Car,248,4,8,Y,R,3875,2.81,24.1,0.00634,0.246,282.29,0.0083,31.3
BMW,330i,K675500,2,Car,248,4,8,Y,R,3875,2.81,24.1,0.00092,0.0115,175.5,0.0032,50.3
BMW,330i,K675500,2,Car,248,4,8,Y,R,3875,2.81,24.1,0.00679,0.2562,300.19,0.0087,29.5
BMW,330i,K676500,2,Car,248,4,6,N,R,3750,3.91,35.2,0.00355,0.1354,331.34,0.006,26.7
BMW,330i,K676500,2,Car,248,4,6,N,R,3750,3.91,35.2,0.00024,0.0219,196.7,0.0014,45.3
BMW,330i,K676500,2,Car,248,4,6,N,R,3750,3.91,35.3,0.00574,0.344,327.33,0.0087,27
BMW,330i,K676500,2,Car,248,4,6,N,R,3750,3.91,35.3,0.00028,0.0181,181.7241,0.0011,49
BMW,330i xDrive,K675500,2,Car,248,4,8,Y,R,4000,2.81,24,0.00792,0.7272,297.43,0.0104,29.7
BMW,330i xDrive,K675500,2,Car,248,4,8,Y,R,4000,2.81,24,0.00242,0.1133,194.71,0.0026,45.3
BMW,330i xDrive,K675500,2,Car,248,4,8,Y,R,4000,2.81,24,0.00574,0.6297,314.46,0.0077,28.1
BMW,330i xDrive,K675500,2,Car,248,4,8,Y,R,4000,2.81,24.1,0.00785,0.3504,290.39,0.0101,30.5
BMW,330i xDrive,K675500,2,Car,248,4,8,Y,R,4000,2.81,24.1,0.00282,0.0924,184.85,0.0032,47.8
BMW,330i xDrive,K675500,2,Car,248,4,8,Y,R,4000,2.81,24.1,0.00662,0.3633,306.93,0.0081,28.8
BMW,330i xDrive Gran Turismo,G439600,2,Car,248,4,8,Y,R,4250,2.93,24,0.00652,0.3245,302.37,0.0082,29.3
BMW,330i xDrive Gran Turismo,G439600,2,Car,248,4,8,Y,R,4250,2.93,24,0.00238,0.0555,193.55,0.0018,45.6
BMW,330i xDrive Gran Turismo,G439600,2,Car,248,4,8,Y,R,4250,2.93,24,0.00672,0.5106,324.77,0.0085,27.2
BMW,330i xDrive Gran Turismo,G439600,2,Car,248,4,8,Y,R,4250,2.93,24.1,0.00693,0.189,296.12,0.0076,29.9
BMW,330i xDrive Gran Turismo,G439600,2,Car,248,4,8,Y,R,4250,2.93,24.1,0.00226,0.0198,184.9,0.0029,47.8
BMW,330i xDrive Gran Turismo,G439600,2,Car,248,4,8,Y,R,4250,2.93,24.1,0.00579,0.2174,315.54,0.0086,28
BMW,330i xDrive Sports Wagon,K675500,2,Car,248,4,8,Y,R,4250,2.81,24,0.00425,0.2014,308.75,0.0041,28.6
