Make,Model,ID,disp,type,horse,cyl,gears,lockup,drive,weight,axleratio,nvratio,THC,CO,CO2,NOx,mpg
Chrysler,Pacifica Hybrid,L7RUE4615,3.6,Truck,287,6,1,N,F,5250,3.59,43.3,0.019101,0.112372,191.9631,0.011313,46.3
Chrysler,Pacifica Hybrid,L7RUE4615,3.6,Truck,287,6,1,N,F,5250,3.59,43.3,0.004585,0.196874,260.996,0.011498,34
Chrysler,Pacifica Hybrid,L7RUE4615,3.6,Truck,287,6,1,N,F,5250,3.59,43.3,0.010479,0.223654,261.94,0.001038,33.9
Chrysler,Pacifica Hybrid,L7RUE4615,3.6,Truck,287,6,1,N,F,5250,3.59,43.3,0.020455,0.14209,184.06533,0.008785,48.3
Chrysler,Pacifica Hybrid,L7RUE4615,3.6,Truck,287,6,1,N,F,5250,3.59,43.3,0.0002136,0.0772721,190.2034631,0.0014749,46.8
Chrysler,Town & Country,L1RTK9901,3.6,Both,283,6,6,Y,F,4750,2.06,26.4,0.02769,0.363774,410.56653,0.007393,15.1
Chrysler,Town & Country,L1RTK9901,3.6,Both,283,6,6,Y,F,4750,2.06,26.4,0.005638,0.028325,250.166,0.028432,24.8
Chrysler,Town & Country,L1RTK9902,3.6,Both,283,6,6,Y,F,4750,2.06,26.4,0.036674,0.464863,413.62589,0.023334,21.4
Chrysler,Town & Country,L1RTK9902,3.6,Both,283,6,6,Y,F,4750,2.06,26.4,0.004776,0.096965,254.34,0.024083,35
Chrysler,Town & Country,L1RTK9902,3.6,Both,283,6,6,Y,F,4750,2.06,26.4,0.00617,0.059867,254.483,0.035367,35
Dodge,Challenger,L1LCD1351,6.4,Car,470,8,6,N,R,4500,3.92,23.5,0.062023,0.687818,510.55036,0.041139,17.3
Dodge,Challenger,L1LCD1351,6.4,Car,470,8,6,N,R,4500,3.92,23.5,0.022256,0.44624,281.842,0.024065,31.4
Dodge,Challenger,L5LAD2881,6.4,Car,470,8,8,Y,R,4500,3.09,25.2,0.055256,0.735385,476.38942,0.026535,18.6
Dodge,Challenger,L5LAD2881,6.4,Car,470,8,8,Y,R,4500,3.09,25.2,0.014822,0.586166,256.438,0.01021,34.6
Dodge,Challenger,L5LAD7673,5.7,Car,372,8,8,Y,R,4500,3.08,25,0.032753,0.606978,448.19372,0.019851,19.8
Dodge,Challenger,L5LAD7673,5.7,Car,372,8,8,Y,R,4500,3.08,25,0.009629,0.169973,253.891,0.015588,35
Dodge,Challenger,L5LAD7673,5.7,Car,372,8,8,Y,R,4500,3.08,25,0.00776,0.150446,250.826,0.013624,35.4
Dodge,Challenger,V0LCD1814,5.7,Car,370,8,6,N,R,4500,3.92,23.7,0.055278,0.577011,474.54975,0.035081,18.7
Dodge,Challenger,V0LCD1814,5.7,Car,370,8,6,N,R,4500,3.92,23.7,0.004663,0.105689,272.198,0.065296,32.6
Dodge,Challenger SRT8,L5LAD9771,6.2,Car,707,8,6,N,R,4750,3.7,28,0.082673,0.884332,552.39543,0.030822,16
Dodge,Challenger SRT8,L5LAD9771,6.2,Car,707,8,6,N,R,4750,3.7,28,0.026651,0.836387,451.583,0.065579,19.5
Dodge,Challenger SRT8,L5LAD9771,6.2,Car,707,8,6,N,R,4750,3.7,28,0.017168,0.301556,319.409,0.011673,27.7
Dodge,Challenger SRT8,L5LAD9771,6.2,Car,707,8,6,N,R,4750,3.7,27.9,0.077959,0.736299,684.316,0.100474,13
Dodge,Challenger SRT8,L5LAD9771,6.2,Car,707,8,6,N,R,4750,3.7,27.9,0.40127,2.911512,650.22847,0.067688,13.7
Dodge,Challenger SRT8,L5LAD9772,6.2,Car,707,8,8,Y,R,4750,2.62,21.1,0.040975,0.321324,551.29889,0.019419,16.1
Dodge,Challenger SRT8,L5LAD9772,6.2,Car,707,8,8,Y,R,4750,2.62,21.1,0.011611,0.066985,308.268,0.013842,28.8
Dodge,Challenger SRT8,L5LAD9772,6.2,Car,707,8,8,Y,R,4750,2.62,21.1,0.024839,0.295442,438.965,0.051418,20.2
Dodge,Challenger SRT8,L5LAD9784,6.2,Car,707,8,8,Y,R,4750,2.62,21.1,0.043059,0.520544,611.319,0.039243,14.5
Dodge,Challenger SRT8,L5LAD9784,6.2,Car,707,8,8,Y,R,4750,2.62,21.1,0.317571,2.660475,612.8755,0.07059,14.4
Dodge,Charger,L2LDD7713,3.6,Car,292,6,8,Y,R,4250,2.65,22,0.034072,0.417129,370.3176,0.017015,23.9
Dodge,Charger,L2LDD7713,3.6,Car,292,6,8,Y,R,4250,2.65,22,0.005702,0.05931,205.615,0.003239,43.1
Dodge,Charger,L2LDD7713,3.6,Car,292,6,8,Y,R,4250,2.65,22,0.005452,0.040175,197.456,0.001919,31.7
Dodge,Charger,L2LDD7713,3.6,Car,292,6,8,Y,R,4250,2.65,22,0.046089,0.687117,359.58772,0.005961,17.3
Dodge,Charger,V1LDD0536,5.7,Car,359,8,5,Y,R,4750,3.06,30.8,0.043736,0.447356,475.1244,0.010818,18.6
Dodge,Charger,V1LDD0536,5.7,Car,359,8,5,Y,R,4750,3.06,30.8,0.008803,0.244652,258.709,0.015057,34.2
Dodge,Charger AWD,L2LDE5756,3.6,Car,292,6,8,Y,A,4500,3.07,36.6,0.009747,0.093877,233.399,0.004041,38.1
Dodge,Charger AWD,L2LDE5756,3.6,Car,292,6,8,Y,A,4500,3.07,36.6,0.033072,0.437932,386.03239,0.012215,23
Dodge,Durango AWD,L6WDD0457,5.7,Truck,360,8,8,N,R,5500,3.09,23.7,0.032921,0.616999,505.86742,0.020765,17.5
Dodge,Durango AWD,L6WDD0457,5.7,Truck,360,8,8,N,R,5500,3.09,23.7,0.013628,0.268213,288.06,0.012837,30.8
Dodge,Durango RWD,L6WDD0453,5.7,Truck,360,8,8,N,R,5500,3.09,23.7,0.0329004,0.6869817,510.2874757,0.018204,17.4
Dodge,Durango RWD,L6WDD0453,5.7,Truck,360,8,8,N,R,5500,3.09,23.7,0.0160009,0.41445,285.6046689,0.0110225,31.1
Dodge,Viper SRT,N6ZDD7639,8.4,Car,645,10,6,N,R,3750,3.55,22,0.058668,1.93281,691.223,0.003985,12.8
Dodge,Viper SRT,N6ZDD7639,8.4,Car,645,10,6,N,R,3750,3.55,22,0.271875,3.536043,693.54052,0.038651,12.8
Dodge,Viper SRT,N6ZDD7639,8.4,Car,645,10,6,N,R,3750,3.55,22,0.1231272,4.8471644,353.3384953,0.0396895,24.7
Dodge,Viper SRT,N6ZDD7639,8.4,Car,645,10,6,N,R,3750,3.55,22,0.1236582,7.4081464,504.7286391,0.0891806,17.3
Dodge,Viper SRT,N6ZDD7639,8.4,Car,645,10,6,N,R,3750,3.55,22,0.0901577,2.5660627,620.4886027,0.0155702,14.3
Fiat,124 Spider,L7BAA0458,1.4,Both,160,4,6,N,R,2750,3.45,41.6,0.0304605,1.2921718,258.694629,0.0297782,34.1
Fiat,124 Spider,L7BAA0458,1.4,Both,160,4,6,N,R,2750,3.45,41.6,0.0734762,0.9916856,171.1830015,0.0031854,51.5
Fiat,124 Spider,L7BAA2286,1.4,Both,160,4,6,Y,R,2750,3.58,29.8,0.037074,0.836926,269.40327,0.019557,32.8
Fiat,124 Spider,L7BAA2286,1.4,Both,160,4,6,Y,R,2750,3.58,29.8,0.027678,0.208474,166.916,0.001734,53
Fiat,500,L2FFF8247,1.4,Car,100,4,6,Y,F,2750,2.76,41.7,0.062225,0.406564,251.08039,0.025916,35.1
Fiat,500,L2FFF8247,1.4,Car,100,4,6,Y,F,2750,2.76,41.7,0.011298,0.163578,182.789,0.00106,48.3
Fiat,500 Abarth,L5FFF7653,1.4,Both,160,4,6,Y,F,3000,2.35,35.2,0.034374,0.828596,282.64718,0.016949,31.3
Fiat,500 Abarth,L5FFF7653,1.4,Both,160,4,6,Y,F,3000,2.35,35.2,0.063806,0.816606,193.197,0.002877,45.7
Fiat,500X,L5FBB0722,1.4,Both,160,4,6,N,F,3250,2.13,28.2,0.041839,1.168011,276.12647,0.013513,32
Fiat,500X,L5FBB0722,1.4,Both,160,4,6,N,F,3250,2.13,28.2,0.051427,0.654739,183.534,0.004885,48
Fiat,500X,L5FBB0722,1.4,Both,160,4,6,N,F,3250,2.13,28.2,0.046645,1.426179,277.17688,0.013023,31.8
Fiat,500X,L5FBB0722,1.4,Both,160,4,6,N,F,3250,2.13,28.2,0.055512,0.789301,185.196,0.004706,47.7
Fiat,500X AWD,L5BUU4691,2.4,Both,180,4,9,N,F,3625,1.79,22.8,0.020451,0.998952,329.26366,0.004918,26.9
Fiat,500X AWD,L5BUU4691,2.4,Both,180,4,9,N,F,3625,1.79,22.8,0.004468,0.342349,215.372,0.001617,41.2
Fiat,500X AWD,L5BUU4691,2.4,Both,180,4,9,N,F,3625,1.79,22.8,0.023341,1.028642,322.1631,0.004929,27.4
Fiat,500X AWD,L5BUU4691,2.4,Both,180,4,9,N,F,3625,1.79,22.8,0.004966,0.306073,208.988,0.001682,42.4
Jeep,Cherokee,L4KLT9422,2.4,Truck,184,4,9,Y,A,4250,1.79,21.9,0.040829,0.739362,339.48839,0.013337,26.2
Jeep,Cherokee,L4KLT9422,2.4,Truck,184,4,9,Y,A,4250,1.79,21.9,0.003192,0.274892,233.278,0.002779,38.2
Jeep,Cherokee,L4KLT9422,2.4,Truck,184,4,9,Y,A,4250,1.79,21.9,0.039545,1.001418,339.17983,0.014531,26.2
Jeep,Cherokee,L4KLT9422,2.4,Truck,184,4,9,Y,A,4250,1.79,21.9,0.003013,0.287355,234.108,0.002368,38
Jeep,Cherokee,V4KLJ4102,2.4,Both,184,4,9,Y,F,4250,1.79,21.5,0.029668,0.715046,340.20712,0.00909,18.3
Jeep,Cherokee,V4KLJ4102,2.4,Both,184,4,9,Y,F,4250,1.79,21.5,0.004353,0.068487,211.04,0.004493,29.6
Jeep,Cherokee 4X4,L4KLJ9504,2.4,Truck,184,4,9,Y,F,4250,1.96,23.3,0.005052,0.324081,252.869,0.002752,35.2
Jeep,Cherokee 4X4,L4KLJ9504,2.4,Truck,184,4,9,Y,F,4250,1.96,23.3,0.003733,0.300626,255.018,0.002757,34.9
Jeep,Cherokee 4X4,L4KLJ9504,2.4,Truck,184,4,9,Y,F,4250,1.96,23.3,0.052367,1.4673442,362.1362386,0.0172834,24.5
Jeep,Cherokee 4X4,L4KLT9422,2.4,Both,184,4,9,Y,A,4250,1.79,21.9,0.04787,0.983863,338.70241,0.010926,26.2
Jeep,Cherokee 4X4,L4KLT9422,2.4,Both,184,4,9,Y,A,4250,1.79,21.9,0.003135,0.265306,224.041,0.002535,39.7
Jeep,Cherokee 4X4,L4KLT9422,2.4,Both,184,4,9,Y,A,4250,1.79,21.9,0.049934,0.844697,333.12217,0.013196,26.6
Jeep,Cherokee 4X4,L4KLT9422,2.4,Both,184,4,9,Y,A,4250,1.79,21.9,0.003071,0.270926,224.901,0.002621,39.5
Jeep,Cherokee 4X4,V4KLT9848,3.2,Both,271,6,9,Y,F,4250,1.56,9.1,0.032421,0.447089,346.99261,0.004551,25.6
Jeep,Cherokee 4X4,V4KLT9848,3.2,Both,271,6,9,Y,F,4250,1.56,9.1,0.022213,0.085207,229.757,0.003598,38.6
Jeep,Cherokee 4X4,V4KLT9848,3.2,Both,271,6,9,Y,F,4250,1.56,9.1,0.027072,0.440285,346.63366,0.006873,25.6
Jeep,Cherokee 4X4,V4KLT9848,3.2,Both,271,6,9,Y,F,4250,1.56,9.1,0.023198,0.083476,228.423,0.003877,38.9
Jeep,Cherokee 4x4 Active Drive II,V6KLJ4862,3.2,Truck,271,6,9,Y,F,4500,1.68,20.5,0.08105,1.130454,382.99577,0.030702,23.1
Jeep,Cherokee 4x4 Active Drive II,V6KLJ4862,3.2,Truck,271,6,9,Y,F,4500,1.68,20.5,0.025417,0.488842,240.656,0.016468,36.8
Jeep,Cherokee 4x4 Active Drive II,V6KLJ4862,3.2,Truck,271,6,9,Y,F,4500,1.68,20.5,0.031331,0.718394,237.45,0.022863,37.3
Jeep,Cherokee FWD,L4KLT9708,2.4,Both,184,4,9,Y,F,4000,1.79,22.5,0.0046508,0.2258827,206.9866687,0.0116389,43
Jeep,Cherokee FWD,L4KLT9708,2.4,Both,184,4,9,Y,F,4000,1.79,22.5,0.0434056,0.8720848,326.2695587,0.0149785,27.3
Jeep,Cherokee FWD,L5KLT0921,3.2,Both,271,6,9,Y,F,4000,1.56,19.6,0.024691,0.252293,340.35304,0.001912,26.1
Jeep,Cherokee FWD,L5KLT0921,3.2,Both,271,6,9,Y,F,4000,1.56,19.6,0.01167,0.023244,219.886,0.002055,40.4
Jeep,Cherokee FWD,L5KLT0921,3.2,Both,271,6,9,Y,F,4000,1.56,19.6,0.025776,0.263504,339.33748,0.00367,26.2
Jeep,Cherokee FWD,L5KLT0921,3.2,Both,271,6,9,Y,F,4000,1.56,19.6,0.012709,0.017224,217.908,0.002894,40.8
Jeep,Cherokee FWD,L5KLT0924,2.4,Both,184,4,9,Y,F,4000,1.79,22.5,0.025518,0.68401,324.29538,0.008434,19.2
Jeep,Cherokee FWD,L5KLT0924,2.4,Both,184,4,9,Y,F,4000,1.79,22.5,0.002859,0.133767,193.09,0.001877,32.4
Jeep,Cherokee FWD,L5KLT0924,2.4,Both,184,4,9,Y,F,4000,1.79,22.5,0.022244,0.809592,321.68836,0.005531,19.3
Jeep,Cherokee FWD,L5KLT0924,2.4,Both,184,4,9,Y,F,4000,1.79,22.5,0.00302,0.066494,194.541,0.002262,32
Jeep,Cherokee Trailhawk 4X4,V6KLJ4863,3.2,Truck,271,6,9,Y,F,4500,1.68,20,0.081652,1.293944,384.10576,0.036709,23
Jeep,Cherokee Trailhawk 4X4,V6KLJ4863,3.2,Truck,271,6,9,Y,F,4500,1.68,20,0.037896,0.920301,254.608,0.041204,34.7
Jeep,Cherokee Trailhawk 4X4,V6KLJ4863,3.2,Truck,271,6,9,Y,F,4500,1.68,20,0.087156,1.444193,388.27483,0.037688,22.8
Jeep,Compass 4X2,L7MPT8815,2.4,Both,180,4,6,N,F,3500,2.38,30.8,0.027897,0.84402,306.48902,0.012,29
Jeep,Compass 4X2,L7MPT8815,2.4,Both,180,4,6,N,F,3500,2.38,30.8,0.010471,0.587977,190.826,0.018,46.5
Jeep,Compass 4X2,L7MPT8815,2.4,Both,180,4,6,N,F,3500,2.38,30.8,0.008775,0.478839,190.627,0.019,46.5
Jeep,Compass 4X2,L7MPT8891,2.4,Both,184,4,6,Y,F,3625,2.35,29.8,0.03403,0.451685,313.90069,0.006,28.3
Jeep,Compass 4X2,L7MPT8891,2.4,Both,184,4,6,Y,F,3625,2.35,29.8,0.008152,0.22454,203.08,0.032,43.9
Jeep,Compass 4X2,L7MPT8891,2.4,Both,184,4,6,Y,F,3625,2.35,29.8,0.008675,0.18229,198.823,0.037,44.8
Jeep,Compass 4X4,L7MPJ5566,2.4,Both,184,4,9,Y,F,3750,1.79,22.7,0.0320929,0.5045974,321.3667976,0.0141354,27.7
Jeep,Compass 4X4,L7MPJ5566,2.4,Both,184,4,9,Y,F,3750,1.79,22.7,0.0079356,0.1981189,205.6466864,0.0089154,43.2
Jeep,Compass 4X4,L7MPT8817,2.4,Both,180,4,6,N,F,3625,2.38,30.1,0.021425,0.731855,325.54829,0.019,27.3
Jeep,Compass 4X4,L7MPT8817,2.4,Both,180,4,6,N,F,3625,2.38,30.1,0.007288,0.400445,200.483,0.015,44.5
Jeep,Compass 4X4,L7MPT8817,2.4,Both,180,4,6,N,F,3625,2.38,30.1,0.006686,0.389525,201.434,0.013,44.2
Jeep,Compass 4X4,L7MPT8817,2.4,Both,180,4,6,N,F,3625,2.38,30.1,0.022088,0.792146,317.80935,0.016,27.9
Jeep,Grand Cherokee 4X2,L6WKT7878,3.6,Truck,295,6,8,Y,R,5000,3.45,26.4,0.028563,0.225318,371.72774,0.007414,23.8
Jeep,Grand Cherokee 4X2,L6WKT7878,3.6,Truck,295,6,8,Y,R,5000,3.45,26.4,0.002768,0.011277,244.868,0.001466,36.3
Jeep,Grand Cherokee 4X2,L6WKT7878,3.6,Truck,295,6,8,Y,R,5000,3.45,26.4,0.028754,0.268062,375.82393,0.007651,23.6
Jeep,Grand Cherokee 4X2,L6WKT7878,3.6,Truck,295,6,8,Y,R,5000,3.45,26.4,0.007297,0.03486,243.119,0.00056,36.5
Jeep,Grand Cherokee 4X4,L6WKJ2574,3.6,Truck,295,6,8,Y,4,5000,3.45,26.4,0.03688,0.29443,380.9087,0.007215,23.3
Jeep,Grand Cherokee 4X4,L6WKJ2574,3.6,Truck,295,6,8,Y,4,5000,3.45,26.4,0.013247,0.174893,257.206,0.001512,34.5
Jeep,Grand Cherokee 4X4,L6WKJ2574,3.6,Truck,295,6,8,Y,4,5000,3.45,26.4,0.036588,0.370472,385.07784,0.007819,23
Jeep,Grand Cherokee 4X4,L6WKJ2574,3.6,Truck,295,6,8,Y,4,5000,3.45,26.4,0.007775,0.094986,257.248,0.002686,34.5
Jeep,Grand Cherokee SRT8,L4WKJ4240,6.4,Truck,470,8,8,Y,R,5500,3.7,28.3,0.035126,0.936018,563.07996,0.033147,15.7
Jeep,Grand Cherokee SRT8,L4WKJ4240,6.4,Truck,470,8,8,Y,R,5500,3.7,28.3,0.004489,0.25474,343.854,0.011232,25.8
Jeep,Patriot 2WD,V3MKT2306,2,Truck,158,4,5,N,F,3375,2.97,37.8,0.003824,0.108792,204.215,0.012902,43.5
Jeep,Patriot 2WD,V3MKT2306,2,Truck,158,4,5,N,F,3375,2.97,37.8,0.067226,1.741527,300.2058,0.008291,29.3
Jeep,Patriot 2WD,V3MKT2306,2,Truck,158,4,5,N,F,3375,2.97,37.8,0.00443,0.287395,214.56,0.003639,41.2
Jeep,Patriot 2WD,V3MKT2306,2,Truck,158,4,5,N,F,3375,2.97,37.8,0.04258,2.003601,304.24011,0.008987,28.9
Jeep,Patriot 4wd,V0MKJ6992,2.4,Truck,172,4,1,Y,F,3750,3.21,39.8,0.041534,0.778643,348.88845,0.019891,25.3
Jeep,Patriot 4wd,V0MKJ6992,2.4,Truck,172,4,1,Y,F,3750,3.21,39.8,0.003316,0.111091,277.615,0.0059,31.9
Jeep,Renegade 4x2,L5BUU1783,1.4,Both,160,4,6,N,F,3375,2.13,27.3,0.0305275,0.5318258,201.8611563,0.0078448,44
Jeep,Renegade 4x2,L5BUU1783,1.4,Both,160,4,6,N,F,3375,2.13,27.3,0.0421884,1.1685666,290.5048957,0.0166662,30.5
Jeep,Renegade 4x2,L5BUU4691,2.4,Both,180,4,9,Y,F,3500,1.79,22.8,0.0278043,1.0683176,320.0806735,0.011939,27.7
Jeep,Renegade 4x2,L5BUU4691,2.4,Both,180,4,9,Y,F,3500,1.79,22.8,0.0058484,0.3978624,206.2660626,0.0394257,43.2
Jeep,Renegade 4x2,L5BUU4691,2.4,Both,180,4,9,Y,F,3500,1.79,22.8,0.018964,0.564094,302.9025,0.012355,20.5
Jeep,Renegade 4x2,L5BUU4691,2.4,Both,180,4,9,Y,F,3500,1.79,22.8,0.018645,0.456391,297.09834,0.009259,20.9
Jeep,Renegade 4x2,L5BUU4691,2.4,Both,180,4,9,Y,F,3500,1.79,22.8,0.004316,0.103748,188.411,0.021251,33.1
Jeep,Renegade 4x2,L5BUU4691,2.4,Both,180,4,9,Y,F,3500,1.79,22.8,0.02513,0.501998,297.86191,0.005677,20.8
Jeep,Renegade 4x2,L5BUU4691,2.4,Both,180,4,9,Y,F,3500,1.79,22.8,0.004631,0.152848,188.072,0.018195,33
Jeep,Renegade 4x4,L5BUU1783,1.4,Both,160,4,6,N,F,3500,2.13,27.3,0.048334,1.365259,276.08782,0.020719,31.8
Jeep,Renegade 4x4,L5BUU1783,1.4,Both,160,4,6,N,F,3500,2.13,27.3,0.032409,0.445722,195.021,0.005152,45.3
Jeep,Renegade 4x4,L5BUU1783,1.4,Both,160,4,6,N,F,3500,2.13,27.3,0.042855,1.132527,278.0666,0.01767,31.7
Jeep,Renegade 4x4,L5BUU1783,1.4,Both,160,4,6,N,F,3500,2.13,27.3,0.038691,0.605239,194.168,0.005547,45.4
Jeep,Renegade 4x4,L5BUU5635,2.4,Both,180,4,9,Y,F,3625,1.79,22.8,0.0268111,1.1601631,331.5249654,0.0094209,26.7
Jeep,Renegade 4x4,L5BUU5635,2.4,Both,180,4,9,Y,F,3625,1.79,22.8,0.0059077,0.3685051,216.1570644,0.0033131,41.2
Jeep,Renegade 4x4,L5BUU5635,2.4,Both,180,4,9,Y,F,3625,1.79,22.8,0.0095573,0.5292589,218.3723264,0.0348511,40.8
Jeep,Wrangler 4WD,L2JKJ9985,3.6,Truck,290,6,5,Y,4,4750,3.21,29.4,0.037716,0.57661,447.34155,0.007772,19.8
Jeep,Wrangler 4WD,L2JKJ9985,3.6,Truck,290,6,5,Y,4,4750,3.21,29.4,0.012222,0.125075,318.829,0.018236,27.8
Jeep,Wrangler 4WD,L2JKJ9988,3.6,Truck,290,6,5,Y,4,4250,3.21,29.4,0.012182,0.168523,302.756,0,29.3
Jeep,Wrangler 4WD,L2JKJ9988,3.6,Truck,290,6,5,Y,4,4250,3.21,29.4,0.031972,0.722352,426.39295,0.002566,20.8
Jeep,Wrangler 4WD,L2JKJ9990,3.6,Car,290,4,6,N,4,4750,3.21,28.2,0.029053,0.876785,453.42397,0.033751,19.5
Jeep,Wrangler 4WD,L2JKJ9990,3.6,Car,290,4,6,N,4,4750,3.21,28.2,0.016083,0.140352,309.365,0.002325,28.7
Jeep,Wrangler 4WD,L2JKJ9992,3.6,Truck,290,6,6,N,4,4250,3.21,28.2,0.029005,0.850064,429.94932,0.016001,20.6
Jeep,Wrangler 4WD,L2JKJ9992,3.6,Truck,290,6,6,N,4,4250,3.21,28.2,0.013704,0.141971,297.145,0.001526,29.8
RAM,1500 2WD,L3DS16194,3.6,Truck,290,6,8,Y,R,5250,3.21,23.6,0.027331,0.660282,420.18817,0.006154,21.1
RAM,1500 2WD,L3DS16194,3.6,Truck,290,6,8,Y,R,5250,3.21,23.6,0.007195,0.030851,257.66,0.00345,34.5
RAM,1500 2WD,L3DS16194,3.6,Truck,290,6,8,Y,R,5250,3.21,23.6,0.029828,0.554349,417.7078,0.009724,21.2
RAM,1500 2WD,L3DS16194,3.6,Truck,290,6,8,Y,R,5250,3.21,23.6,0.009149,0.035587,256.746,0.003091,34.6
RAM,1500 2WD,L3DS19531,5.7,Truck,390,8,8,Y,R,5500,3.21,22.8,0.013473,0.178733,300.852,0.011745,29.6
RAM,1500 2WD,L3DS19531,5.7,Truck,390,8,8,Y,R,5500,3.21,22.8,0.011202,0.167113,296.051,0.008294,30.1
RAM,1500 2WD,L3DS19531,5.7,Truck,390,8,8,Y,R,5500,3.21,22.8,0.055933,0.679864,481.19085,0.021097,18.5
RAM,1500 2WD,R3DS19928,5.7,Truck,390,8,8,Y,R,5000,3.21,23.6,0.031513,0.549944,476.22187,0.015971,18.6
RAM,1500 2WD,R3DS19928,5.7,Truck,390,8,8,Y,R,5000,3.21,23.6,0.011728,0.22705,292.585,0.007647,30.3
RAM,1500 2WD,R3DS19935,5.7,Truck,390,8,8,Y,R,5500,3.21,22.8,0.060441,0.712586,503.94486,0.018704,17.6
RAM,1500 2WD,R3DS19935,5.7,Truck,390,8,8,Y,R,5500,3.21,22.8,0.022482,0.230738,310.425,0.014223,28.6
RAM,1500 2WD,R3DS19935,5.7,Truck,390,8,8,Y,R,5500,3.21,22.8,0.023756,0.268298,311.998,0.016219,28.4
RAM,1500 2WD,R3DS19935,5.7,Truck,390,8,8,Y,R,5500,3.21,22.8,0.04431,0.534698,483.1826,0.019541,18.4
RAM,1500 2WD,R3DS19935,5.7,Truck,390,8,8,Y,R,5500,3.21,22.8,0.043599,0.581988,479.12308,0.010733,18.5
RAM,Promaster City,L5VMD2500,2.4,Both,184,4,9,Y,F,3750,1.79,24.6,0.0247755,0.8776347,334.4049683,0.0173226,26.6
RAM,Promaster City,L5VMD2500,2.4,Both,184,4,9,Y,F,3750,1.79,24.6,0.006076,0.3165058,220.3503536,0.0055004,40.5
Ferrari,488 GTB,203350,3.9,Car,661,8,7,N,R,4000,4.37,34.5,0.042356,0.1899088,448.4425486,0.0270475,19.9
Ferrari,488 GTB,203350,3.9,Car,661,8,7,N,R,4000,4.37,34.5,0.0034743,0.1637663,287.261658,0.0128105,31.1
Ferrari,488 GTB,203350,3.9,Car,661,8,7,N,R,4000,4.37,34.5,0.044,0.204,430.998,0.021,20.6
Ferrari,488 GTB,203350,3.9,Car,661,8,7,N,R,4000,4.37,34.5,0.001,0.125,293.125,0.024,30.3
Ferrari,488 GTB,203350,3.9,Car,661,8,7,N,R,4000,4.37,34.5,0.046,0.287,489.722,0.024,18.1
Ferrari,488 GTB,203350,3.9,Car,661,8,7,N,R,4000,4.37,34.5,0.002,0.287,294.216,0.007,30.1
Ferrari,488 GTB,203350,3.9,Car,661,8,7,N,R,4000,4.37,34.5,0.047,0.213,466.947,0.024,19
Ferrari,488 GTB,203350,3.9,Car,661,8,7,N,R,4000,4.37,34.5,0.002,0.086,292.014,0.01,30.4
Ferrari,California T,192615,3.9,Car,553,8,7,N,R,4500,3.87,30.4,0.036,0.308,448.891,0.018,19.8
Ferrari,California T,192615,3.9,Car,553,8,7,N,R,4500,3.87,30.4,0.001,0.179,278.713,0.005,31.8
Ferrari,California T,192615,3.9,Car,553,8,7,N,R,4500,3.87,30.4,0.043,0.368,421.772,0.016,21
Ferrari,California T,192615,3.9,Car,553,8,7,N,R,4500,3.87,30.4,0,0.138,277.637,0.004,31.9
Ferrari,California T,192615,3.9,Car,553,8,7,N,R,4500,3.87,30.4,0.033,0.27,466.559,0.022,19
Ferrari,California T,192615,3.9,Car,553,8,7,N,R,4500,3.87,30.4,0.001,0.294,279.11,0.008,31.8
Ferrari,California T,192615,3.9,Car,553,8,7,N,R,4500,3.87,30.4,0.032,0.294,437.378,0.019,20.3
Ferrari,California T,192615,3.9,Car,553,8,7,N,R,4500,3.87,30.4,0.003,0.145,278.797,0.007,31.8
Ferrari,F12 Berlinetta,180311,6.3,Car,725,12,7,N,R,4250,4.37,36.9,0.037,0.705,596.476,0.022,14.9
Ferrari,F12 Berlinetta,180311,6.3,Car,725,12,7,N,R,4250,4.37,36.9,0.002,0.276,406.09,0.004,21.9
Ferrari,F12 Berlinetta,180311,6.3,Car,725,12,7,N,R,4250,4.37,36.9,0.041,0.75,577.186,0.018,15.4
Ferrari,F12 Berlinetta,180311,6.3,Car,725,12,7,N,R,4250,4.37,36.9,0.006,0.255,398.22,0.009,22.3
Ferrari,F12 Berlinetta,180311,6.3,Car,725,12,7,N,R,4250,4.37,36.9,0.037,0.658,667.14,0.026,13.3
Ferrari,F12 Berlinetta,180311,6.3,Car,725,12,7,N,R,4250,4.37,36.9,0.002,0.317,408.16,0.004,21.8
Ferrari,F12 Berlinetta,180311,6.3,Car,725,12,7,N,R,4250,4.37,36.9,0.044,0.902,632.11,0.017,14
Ferrari,F12 Berlinetta,180311,6.3,Car,725,12,7,N,R,4250,4.37,36.9,0.002,0.359,404.771,0.004,21.9
Ferrari,F12 Special Series,180311_F152VS,6.3,Car,764,12,7,N,R,4000,4.37,37.3,0.027,0.421,640.058,0.025,13.8
Ferrari,F12 Special Series,180311_F152VS,6.3,Car,764,12,7,N,R,4000,4.37,37.3,0.017,0.327,437.66,0.004,20.2
Ferrari,F12 Special Series,180311_F152VS,6.3,Car,764,12,7,N,R,4000,4.37,37.3,0.031,0.439,593.943,0.022,14.9
Ferrari,F12 Special Series,180311_F152VS,6.3,Car,764,12,7,N,R,4000,4.37,37.3,0.016,0.348,437.387,0.006,20.3
Ferrari,F12 Special Series,180311_F152VS,6.3,Car,764,12,7,N,R,4000,4.37,37.3,0.029,0.47,684.497,0.023,13
